"Focus Trading Ltd"
"Trial Balance - Detailed"
"From 01/01/2019 To 24/05/2019"

"Posting Date","G/L Account No.",Name,"Doc. Type","Doc. No.",Debit,Credit,Amount,"Entry No."
03/04/2019,4010,"Sales UK",,SI0287,,9.20,-5464067.97,3994
03/04/2019,4010,"Sales UK",,SI0288,,852.00,-5464919.97,4001
03/04/2019,4010,"Sales UK",,SI0289,,7400.00,-5472319.97,4008
03/04/2019,4010,"Sales UK",,PCN0074,9.20,,-5472310.77,4015
03/04/2019,4010,"Sales UK",,PCN0075,370.00,,-5471940.77,4020
03/04/2019,4010,"Sales UK",,PCN0076,370.00,,-5471570.77,4025
03/04/2019,4010,"Sales UK",,SI0290,,200.00,-5471770.77,4033
03/04/2019,4010,"Sales UK",,PCN0077,370.00,,-5471400.77,4042
04/04/2019,4010,"Sales UK",,PCN0078,8.00,,-5471392.77,4115
05/04/2019,4010,"Sales UK",,SI0294,,1000.00,-5472392.77,4145
05/04/2019,4010,"Sales UK",,SI0296,,500.00,-5472892.77,4159
05/04/2019,4010,"Sales UK",,SI0297,,100.00,-5472992.77,4166
05/04/2019,4010,"Sales UK",,SI0298,,300.00,-5473292.77,4173
05/04/2019,4010,"Sales UK",,SI0299,,1000.00,-5474292.77,4191
05/04/2019,4010,"Sales UK",,SI0300,,1000.00,-5475292.77,4198
05/04/2019,4010,"Sales UK",,SI0301,,500.00,-5475792.77,4205
05/04/2019,4010,"Sales UK",,SI0302,,700.00,-5476492.77,4212
05/04/2019,4010,"Sales UK",,SI0303,,100.00,-5476592.77,4219
05/04/2019,4010,"Sales UK",,SI0304,,200.00,-5476792.77,4226
05/04/2019,4010,"Sales UK",,SI0305,,400.00,-5477192.77,4233
05/04/2019,4010,"Sales UK",,SI0306,,600.00,-5477792.77,4240
05/04/2019,4010,"Sales UK",,PCN0079,4000.00,,-5473792.77,4266
05/04/2019,4010,"Sales UK",,SI0308,,84.00,-5473876.77,4279
12/04/2019,4010,"Sales UK",,SI0295,,1000.00,-5474876.77,4152
15/04/2019,4010,"Sales UK",,SI0359,,25.00,-5474901.77,5066
16/04/2019,4010,"Sales UK",,SI0316,,86525.00,-5561426.77,4482
17/04/2019,4010,"Sales UK",,SI0320,,350.00,-5561776.77,4538
17/04/2019,4010,"Sales UK",,SI0351,,24000.00,-5585776.77,4933
18/04/2019,4010,"Sales UK",,SI0321,,250.00,-5586026.77,4548
18/04/2019,4010,"Sales UK",,SI0322,,250.00,-5586276.77,4558
18/04/2019,4010,"Sales UK",,SI0323,,10000.00,-5596276.77,4570
23/04/2019,4010,"Sales UK",,SI0326,,0.92,-5596277.69,4592
23/04/2019,4010,"Sales UK",,SI0327,,8000000.00,-13596277.69,4601
23/04/2019,4010,"Sales UK",,SI0328,,1000.00,-13597277.69,4610
23/04/2019,4010,"Sales UK",,PCN0083,0.92,,-13597276.77,4621
23/04/2019,4010,"Sales UK",,SI0337,,0.92,-13597277.69,4769
24/04/2019,4010,"Sales UK",,SI0339,,50.00,-13597327.69,4783
25/04/2019,4010,"Sales UK",,PCN0086,9.20,,-13597318.49,4736
25/04/2019,4010,"Sales UK",,SI0336,,1000.00,-13598318.49,4757
25/04/2019,4010,"Sales UK",,PCN0087,10.00,,-13598308.49,4764
25/04/2019,4010,"Sales UK",,SI0340,,2000.00,-13600308.49,4792
26/04/2019,4010,"Sales UK",,SI0341,,2.30,-13600310.79,4801
27/04/2019,4010,"Sales UK",,SI0352,,35.12,-13600345.91,4949
29/04/2019,4010,"Sales UK",,SI0347,,6.48,-13600352.39,4870
29/04/2019,4010,"Sales UK",,SI0348,,1.32,-13600353.71,4881
29/04/2019,4010,"Sales UK",,SI0349,,161619.00,-13761972.71,4888
01/05/2019,4010,"Sales UK",,SI0353,,10.60,-13761983.31,4977
02/05/2019,4010,"Sales UK",,PCN0090,219.99,,-13761763.32,5020
02/05/2019,4010,"Sales UK",,PCN0092,10.00,,-13761753.32,5052
08/05/2019,4010,"Sales UK",,SI0367,,1200.00,-13762953.32,5191
08/05/2019,4010,"Sales UK",,PCN0095,12.00,,-13762941.32,5244
13/05/2019,4010,"Sales UK",,SI0375,,15.00,-13762956.32,5419
13/05/2019,4010,"Sales UK",,SI0380,,11000.00,-13773956.32,5516
14/05/2019,4010,"Sales UK",,SI0376,,56.78,-13774013.10,5464
14/05/2019,4010,"Sales UK",,SI0379,,10500.00,-13784513.10,5509
14/05/2019,4010,"Sales UK",,SI0396,,10550.00,-13795063.10,5680
15/05/2019,4010,"Sales UK",,SI0384,,1450.00,-13796513.10,5559
15/05/2019,4010,"Sales UK",,SI0401,,3.00,-13796516.10,5724
16/05/2019,4010,"Sales UK",,SI0387,,1495.67,-13798011.77,5588
16/05/2019,4010,"Sales UK",,SI0398,,27.50,-13798039.27,5696
16/05/2019,4010,"Sales UK",,SI0399,,1727.00,-13799766.27,5703
16/05/2019,4010,"Sales UK",,SI0412,,270.00,-13800036.27,5860
17/05/2019,4010,"Sales UK",,SI0394,,100.00,-13800136.27,5656
17/05/2019,4010,"Sales UK",,SI0395,,150.00,-13800286.27,5673
17/05/2019,4010,"Sales UK",,SI0402,,1450.00,-13801736.27,5731
17/05/2019,4010,"Sales UK",,SI0403,,45.67,-13801781.94,5738
17/05/2019,4010,"Sales UK",,SI0404,,150.00,-13801931.94,5745
17/05/2019,4010,"Sales UK",,SI0405,,150.00,-13802081.94,5752
17/05/2019,4010,"Sales UK",,SI0406,,45.67,-13802127.61,5759
17/05/2019,4010,"Sales UK",,SI0407,,150.00,-13802277.61,5766
17/05/2019,4010,"Sales UK",,SI0408,,456.78,-13802734.39,5773
17/05/2019,4010,"Sales UK",,SI0409,,1.20,-13802735.59,5780
17/05/2019,4010,"Sales UK",,SI0411,,60.00,-13802795.59,5806
20/05/2019,4010,"Sales UK",,PCN0098,27.50,,-13802768.09,5867
20/05/2019,4010,"Sales UK",,SI0413,,1580.00,-13804348.09,5872
20/05/2019,4010,"Sales UK",,PCN0099,1580.00,,-13802768.09,5881
20/05/2019,4010,"Sales UK",,PCN0100,150.00,,-13802618.09,5888
20/05/2019,4010,"Sales UK",,SI0414,,45.67,-13802663.76,5938
20/05/2019,4010,"Sales UK",,SI0415,,357.50,-13803021.26,5973
21/05/2019,4010,"Sales UK",,SI0416,,567.67,-13803588.93,6001
21/05/2019,4010,"Sales UK",,PCN0101,567.67,,-13803021.26,6012
22/05/2019,4010,"Sales UK",,SI0417,,45.67,-13803066.93,6037
22/05/2019,4010,"Sales UK",,PCN0102,45.67,,-13803021.26,6046
22/05/2019,4010,"Sales UK",,PCN0103,5.00,,-13803016.26,6064
24/05/2019,4010,"Sales UK",,SI0419,,34.56,-13803050.82,6077
,4010,"Sales UK","Closing Balance",,12275.961023622,8408623.0072756,-13803050.82403,
,4050,"Sales EU","Opening Balance",,,,-20727.30555555556,
01/01/2019,4050,"Sales EU",,SI0124,,3.00,-20730.31,1381
02/01/2019,4050,"Sales EU",,PCN0025,222.22,,-20508.08,1088
02/01/2019,4050,"Sales EU",,SI0133,,20.00,-20528.08,1471
03/01/2019,4050,"Sales EU",,SI0125,,3.00,-20531.08,1391
05/01/2019,4050,"Sales EU",,SI0126,,3.00,-20534.08,1401
05/01/2019,4050,"Sales EU",,SI0134,,10.00,-20544.08,1478
07/01/2019,4050,"Sales EU",,SI0127,,3.00,-20547.08,1411
08/01/2019,4050,"Sales EU",,PCN0024,2.67,,-20544.42,1077
09/01/2019,4050,"Sales EU",,SI0132,,10.00,-20554.42,1464
09/01/2019,4050,"Sales EU",,SI0142,,3.00,-20557.42,1534
12/01/2019,4050,"Sales EU",,SI0138,,150.00,-20707.42,1506
13/01/2019,4050,"Sales EU",,SI0129,,3.00,-20710.42,1431
14/01/2019,4050,"Sales EU",,SI0111,,3.00,-20713.42,1214
14/01/2019,4050,"Sales EU",,PCN0026,3.00,,-20710.42,1235
14/01/2019,4050,"Sales EU",,SI0112,,30.00,-20740.42,1247
14/01/2019,4050,"Sales EU",,SI0113,,39.00,-20779.42,1259
15/01/2019,4050,"Sales EU",,SI0114,,1250.00,-22029.42,1275
15/01/2019,4050,"Sales EU",,PCN0028,25.00,,-22004.42,1282
15/01/2019,4050,"Sales EU",,SI0115,,25.00,-22029.42,1297
15/01/2019,4050,"Sales EU",,SI0130,,3.00,-22032.42,1441
23/01/2019,4050,"Sales EU",,SI0119,,3.00,-22035.42,1331
26/01/2019,4050,"Sales EU",,SI0117,,150.00,-22185.42,1319
27/01/2019,4050,"Sales EU",,SI0120,,3.00,-22188.42,1341
30/01/2019,4050,"Sales EU",,SI0121,,4.00,-22192.42,1351
02/02/2019,4050,"Sales EU",,SI0123,,3.00,-22195.42,1371
02/02/2019,4050,"Sales EU",,SI0145,,100.00,-22295.42,1566
02/02/2019,4050,"Sales EU",,SI0147,,18500.00,-40795.42,1608
02/02/2019,4050,"Sales EU",,PCN0032,3700.00,,-37095.42,1615
02/02/2019,4050,"Sales EU",,PCN0033,32.00,,-37063.42,1674
07/02/2019,4050,"Sales EU",,SI0116,,12.80,-37076.22,1310
08/02/2019,4050,"Sales EU",,SI0163,,12.00,-37088.22,1865
11/02/2019,4050,"Sales EU",,SI0169,,12.00,-37100.22,1899
18/02/2019,4050,"Sales EU",,SI0195,,250.00,-37350.22,2295
18/02/2019,4050,"Sales EU",,PCN0044,20.00,,-37330.22,2302
19/02/2019,4050,"Sales EU",,SI0207,,42.00,-37372.22,2502
19/02/2019,4050,"Sales EU",,PCN0046,42.00,,-37330.22,2511
20/02/2019,4050,"Sales EU",,SI0208,,3.00,-37333.22,2528
20/02/2019,4050,"Sales EU",,SI0209,,269.05,-37602.27,2537
20/02/2019,4050,"Sales EU",,PCN0051,33300.00,,-4302.27,2747
22/02/2019,4050,"Sales EU",,SI0224,,32.00,-4334.27,2809
25/02/2019,4050,"Sales EU",,SI0219,,2.00,-4336.27,2770
25/02/2019,4050,"Sales EU",,PCN0052,2.00,,-4334.27,2777
01/03/2019,4050,"Sales EU",,IJ0064,650.00,,-3684.27,2895
01/03/2019,4050,"Sales EU",,IJ0063,168.00,,-3516.27,2897
05/03/2019,4050,"Sales EU",,PCN0059,10.00,,-3506.27,2999
05/03/2019,4050,"Sales EU",,SI0243,,35.00,-3541.27,3011
05/03/2019,4050,"Sales EU",,SI0245,,12.00,-3553.27,3037
06/03/2019,4050,"Sales EU",,SI0242,,23.00,-3576.27,3002
06/03/2019,4050,"Sales EU",,SI0244,,100.00,-3676.27,3024
12/03/2019,4050,"Sales EU",,PCN0066,12580.00,,8903.73,3388
12/03/2019,4050,"Sales EU",,SI0255,,225.00,8678.73,3401
19/03/2019,4050,"Sales EU",,PCN0070,225.00,,8903.73,3786
20/03/2019,4050,"Sales EU",,SI0261,,32.00,8871.73,3595
20/03/2019,4050,"Sales EU",,SI0263,,3.00,8868.73,3661
02/04/2019,4050,"Sales EU",,SI0276,,372.40,8496.33,3885
02/04/2019,4050,"Sales EU",,PCN0072,150.00,,8646.33,3953
04/04/2019,4050,"Sales EU",,SI0292,,370.00,8276.33,4047
10/04/2019,4050,"Sales EU",,SI0309,,250.00,8026.33,4359
11/04/2019,4050,"Sales EU",,SI0311,,1600.00,6426.33,4387
11/04/2019,4050,"Sales EU",,SI0312,,35000.00,-28573.67,4398
11/04/2019,4050,"Sales EU",,SI0313,,8990.00,-37563.67,4409
17/04/2019,4050,"Sales EU",,SI0324,,120.00,-37683.67,4580
17/04/2019,4050,"Sales EU",,SI0338,,2.50,-37686.17,4776
29/04/2019,4050,"Sales EU",,SI0350,,33.60,-37719.77,4910
03/05/2019,4050,"Sales EU",,SI0362,,50.00,-37769.77,5091
03/05/2019,4050,"Sales EU",,SI0363,,200.00,-37969.77,5098
03/05/2019,4050,"Sales EU",,SI0364,,4.00,-37973.77,5105
16/05/2019,4050,"Sales EU",,SI0397,,1.20,-37974.97,5691
,4050,"Sales EU","Closing Balance",,51131.888888889,68379.55,-37974.966666667,
,4100,"Sales Outside EU","Opening Balance",,,,-286,
02/01/2019,4100,"Sales Outside EU",,SI0185,,23600.00,-23886.00,2174
17/01/2019,4100,"Sales Outside EU",,SI0184,,68448.00,-92334.00,2151
23/01/2019,4100,"Sales Outside EU",,SI0122,,100.00,-92434.00,1361
23/01/2019,4100,"Sales Outside EU",,SI0137,,12.00,-92446.00,1499
23/01/2019,4100,"Sales Outside EU",,PCN0041,878.00,,-91568.00,2171
23/01/2019,4100,"Sales Outside EU",,SI0186,,370.00,-91938.00,2202
27/01/2019,4100,"Sales Outside EU",,SO0216,,150.00,-92088.00,1548
27/01/2019,4100,"Sales Outside EU",,SO0216,,150.00,-92238.00,1552
28/01/2019,4100,"Sales Outside EU",,SI0140,,300.00,-92538.00,1520
04/02/2019,4100,"Sales Outside EU",,SI0128,,370.00,-92908.00,1421
04/02/2019,4100,"Sales Outside EU",,SI0141,,12.00,-92920.00,1527
11/02/2019,4100,"Sales Outside EU",,SI0178,,360.00,-93280.00,1980
14/02/2019,4100,"Sales Outside EU",,SI0131,,717.80,-93997.80,1451
15/02/2019,4100,"Sales Outside EU",,SI0183,,42100.00,-136097.80,2042
16/02/2019,4100,"Sales Outside EU",,SI0143,,50.00,-136147.80,1541
18/02/2019,4100,"Sales Outside EU",,SI0204,,3700.00,-139847.80,2371
23/02/2019,4100,"Sales Outside EU",,SI0136,,370.00,-140217.80,1492
25/02/2019,4100,"Sales Outside EU",,SI0216,,3700.00,-143917.80,2722
27/02/2019,4100,"Sales Outside EU",,PCN0054,432.00,,-143485.80,2842
04/03/2019,4100,"Sales Outside EU",,SI0236,,535.50,-144021.30,2923
06/03/2019,4100,"Sales Outside EU",,SI0247,,1500.00,-145521.30,3060
20/03/2019,4100,"Sales Outside EU",,SI0267,,370.00,-145891.30,3721
20/03/2019,4100,"Sales Outside EU",,SI0269,,541.00,-146432.30,3735
01/04/2019,4100,"Sales Outside EU",,SI0271,,370.00,-146802.30,3799
16/04/2019,4100,"Sales Outside EU",,SI0317,,1600.00,-148402.30,4496
23/04/2019,4100,"Sales Outside EU",,SI0329,,324.00,-148726.30,4657
23/04/2019,4100,"Sales Outside EU",,PCN0085,324.00,,-148402.30,4691
23/04/2019,4100,"Sales Outside EU",,SI0333,,234.00,-148636.30,4696
23/04/2019,4100,"Sales Outside EU",,SI0335,,234.00,-148870.30,4708
24/04/2019,4100,"Sales Outside EU",,SI0331,,4323.00,-153193.30,4677
24/04/2019,4100,"Sales Outside EU",,SI0332,,234.00,-153427.30,4684
26/04/2019,4100,"Sales Outside EU",,PCN0088,4323.00,,-149104.30,4823
03/05/2019,4100,"Sales Outside EU",,SI0365,,345.00,-149449.30,5134
03/05/2019,4100,"Sales Outside EU",,PCN0093,345.00,,-149104.30,5143
08/05/2019,4100,"Sales Outside EU",,SI0368,,3244.00,-152348.30,5198
08/05/2019,4100,"Sales Outside EU",,PCN0094,3278.00,,-149070.30,5209
09/05/2019,4100,"Sales Outside EU",,SI0369,,435.67,-149505.97,5273
10/05/2019,4100,"Sales Outside EU",,SI0370,,1450.00,-150955.97,5313
10/05/2019,4100,"Sales Outside EU",,SI0371,,1684.67,-152640.64,5327
10/05/2019,4100,"Sales Outside EU",,SI0372,,1450.00,-154090.64,5341
10/05/2019,4100,"Sales Outside EU",,SI0373,,44.67,-154135.31,5351
10/05/2019,4100,"Sales Outside EU",,SI0374,,643.00,-154778.31,5376
10/05/2019,4100,"Sales Outside EU",,PCN0096,643.00,,-154135.31,5385
10/05/2019,4100,"Sales Outside EU",,PCN0097,435.67,,-153699.64,5504
14/05/2019,4100,"Sales Outside EU",,SI0377,,45.67,-153745.31,5483
14/05/2019,4100,"Sales Outside EU",,SI0378,,3030.00,-156775.31,5493
14/05/2019,4100,"Sales Outside EU",,SI0388,,34.00,-156809.31,5610
14/05/2019,4100,"Sales Outside EU",,SI0392,,2.00,-156811.31,5623
14/05/2019,4100,"Sales Outside EU",,SI0400,,56.67,-156867.98,5716
15/05/2019,4100,"Sales Outside EU",,SI0381,,1450.00,-158317.98,5535
15/05/2019,4100,"Sales Outside EU",,SI0382,,1450.00,-159767.98,5542
15/05/2019,4100,"Sales Outside EU",,SI0383,,435.00,-160202.98,5552
,4100,"Sales Outside EU","Closing Balance",,10658.67,170575.65,-160202.98,
,4200,"Sales Discounts","Opening Balance",,,,11.805555555555555,
02/01/2019,4200,"Sales Discounts",,SI0185,21649.20,,21661.01,2175
10/01/2019,4200,"Sales Discounts",,SI0278,20.00,,21681.01,3910
31/01/2019,4200,"Sales Discounts",,SI0281,50.00,,21731.01,3933
06/02/2019,4200,"Sales Discounts",,SI0156,2.00,,21733.01,1765
07/03/2019,4200,"Sales Discounts",,SI0248,219.99,,21953.00,3071
07/03/2019,4200,"Sales Discounts",,SI0259,219.99,,22172.99,3553
12/03/2019,4200,"Sales Discounts",,SI0253,24.00,,22196.99,3347
12/03/2019,4200,"Sales Discounts",,PCN0065,,110.00,22086.99,3383
19/03/2019,4200,"Sales Discounts",,PCN0070,,12.00,22074.99,3787
20/03/2019,4200,"Sales Discounts",,SI0260,0.92,,22075.91,3588
20/03/2019,4200,"Sales Discounts",,SI0261,1.60,,22077.51,3596
18/04/2019,4200,"Sales Discounts",,SI0321,5.00,,22082.51,4549
18/04/2019,4200,"Sales Discounts",,SI0322,5.00,,22087.51,4559
18/04/2019,4200,"Sales Discounts",,SI0323,1000.00,,23087.51,4572
02/05/2019,4200,"Sales Discounts",,PCN0090,,22.00,23065.51,5021
14/05/2019,4200,"Sales Discounts",,SI0400,13.03,,23078.54,5717
17/05/2019,4200,"Sales Discounts",,SI0394,6.00,,23084.54,5657
17/05/2019,4200,"Sales Discounts",,SI0409,0.18,,23084.72,5781
20/05/2019,4200,"Sales Discounts",,SI0415,256.00,,23340.72,5974
21/05/2019,4200,"Sales Discounts",,SI0416,45.00,,23385.72,6002
21/05/2019,4200,"Sales Discounts",,PCN0101,,45.00,23340.72,6013
,4200,"Sales Discounts","Closing Balance",,23517.91,189,23340.715555556,
,4250,"Carriage on Sales","Opening Balance",,,,-167.5,
11/02/2019,4250,"Carriage on Sales",,SI0170,1.28,,-166.22,1908
11/02/2019,4250,"Carriage on Sales",,SI0170,,,-166.22,1909
26/02/2019,4250,"Carriage on Sales",,SI0220,,6.00,-172.22,2787
26/02/2019,4250,"Carriage on Sales",,SI0221,,232.00,-404.22,2790
26/02/2019,4250,"Carriage on Sales",,SI0222,,,-404.22,2792
26/02/2019,4250,"Carriage on Sales",,SI0227,,,-404.22,2833
,4250,"Carriage on Sales","Closing Balance",,1.28,238,-404.22,
,4300,"Late Payment Charges","Opening Balance",,,,0,
,4300,"Late Payment Charges","Closing Balance",,0,0,0,
,4350,"Other income","Opening Balance",,,,0,
08/05/2019,4350,"Other income",,SJ0055,,611.00,-611.00,5258
,4350,"Other income","Closing Balance",,0,611,-611,
,4600,"Opening Stock","Opening Balance",,,,10000,
01/01/2019,4600,"Opening Stock",,,29950.00,,39950.00,2592
01/01/2019,4600,"Opening Stock",,,34950.00,,74900.00,2593
01/01/2019,4600,"Opening Stock",,,39950.00,,114850.00,2594
01/01/2019,4600,"Opening Stock",,,44950.00,,159800.00,2595
01/01/2019,4600,"Opening Stock",,,49950.00,,209750.00,2596
01/01/2019,4600,"Opening Stock",,,54950.00,,264700.00,2597
01/01/2019,4600,"Opening Stock",,,59950.00,,324650.00,2598
01/01/2019,4600,"Opening Stock",,,64950.00,,389600.00,2599
01/01/2019,4600,"Opening Stock",,,69950.00,,459550.00,2600
01/01/2019,4600,"Opening Stock",,,109950.00,,569500.00,2601
01/01/2019,4600,"Opening Stock",,,124950.00,,694450.00,2602
01/01/2019,4600,"Opening Stock",,,134950.00,,829400.00,2603
01/01/2019,4600,"Opening Stock",,,139950.00,,969350.00,2604
01/01/2019,4600,"Opening Stock",,,144950.00,,1114300.00,2605
01/01/2019,4600,"Opening Stock",,,149950.00,,1264250.00,2606
01/01/2019,4600,"Opening Stock",,,154950.00,,1419200.00,2607
01/01/2019,4600,"Opening Stock",,,159950.00,,1579150.00,2608
01/01/2019,4600,"Opening Stock",,,164950.00,,1744100.00,2609
01/01/2019,4600,"Opening Stock",,,5100.00,,1749200.00,2610
01/01/2019,4600,"Opening Stock",,,3400.00,,1752600.00,2611
01/01/2019,4600,"Opening Stock",,,800.00,,1753400.00,2612
01/01/2019,4600,"Opening Stock",,,1700.00,,1755100.00,2613
01/03/2019,4600,"Opening Stock",,,90.00,,1755190.00,3030
06/03/2019,4600,"Opening Stock",,,600.00,,1755790.00,3031
06/03/2019,4600,"Opening Stock",,,300.00,,1756090.00,3034
08/03/2019,4600,"Opening Stock",,,,,1756090.00,3139
08/03/2019,4600,"Opening Stock",,,,,1756090.00,3141
12/03/2019,4600,"Opening Stock",,,,,1756090.00,3263
13/03/2019,4600,"Opening Stock",,,,,1756090.00,3266
14/03/2019,4600,"Opening Stock",,,,,1756090.00,3287
20/03/2019,4600,"Opening Stock",,,,,1756090.00,3286
01/04/2019,4600,"Opening Stock",,,1230.00,,1757320.00,3815
01/04/2019,4600,"Opening Stock",,,1230.00,,1758550.00,3816
30/04/2019,4600,"Opening Stock",,,75.00,,1758625.00,4728
13/05/2019,4600,"Opening Stock",,,2000.00,,1760625.00,5409
13/05/2019,4600,"Opening Stock",,,3000.00,,1763625.00,5413
14/05/2019,4600,"Opening Stock",,,150.00,,1763775.00,5473
14/05/2019,4600,"Opening Stock",,,200.00,,1763975.00,5478
15/05/2019,4600,"Opening Stock",,,2000.00,,1765975.00,6056
17/05/2019,4600,"Opening Stock",,,,,1765975.00,5797
17/05/2019,4600,"Opening Stock",,,1.50,,1765976.50,5799
20/05/2019,4600,"Opening Stock",,,20000.00,,1785976.50,5837
20/05/2019,4600,"Opening Stock",,,2000.00,,1787976.50,5838
,4600,"Opening Stock","Closing Balance",,1777976.5,0,1787976.5,
,4650,"Cost of Sales - Purchases UK","Opening Balance",,,,-65838550.2681,
02/01/2019,4650,"Cost of Sales - Purchases UK",,SI0202,65.85,,-65838484.42,2358
02/01/2019,4650,"Cost of Sales - Purchases UK",,SI0202,0.56,,-65838483.86,2360
03/01/2019,4650,"Cost of Sales - Purchases UK",,SI0264,3.00,,-65838480.86,3678
03/01/2019,4650,"Cost of Sales - Purchases UK",,SI0264,3.00,,-65838477.86,3680
08/01/2019,4650,"Cost of Sales - Purchases UK",,SI0110,25.00,,-65838452.86,1193
10/01/2019,4650,"Cost of Sales - Purchases UK",,SI0277,100.00,,-65838352.86,3898
10/01/2019,4650,"Cost of Sales - Purchases UK",,SI0277,1000.00,,-65837352.86,3899
10/01/2019,4650,"Cost of Sales - Purchases UK",,SI0278,33.33,,-65837319.53,3912
10/01/2019,4650,"Cost of Sales - Purchases UK",,SI0278,33.33,,-65837286.20,3913
10/01/2019,4650,"Cost of Sales - Purchases UK",,SI0278,16.67,,-65837269.53,3916
14/01/2019,4650,"Cost of Sales - Purchases UK",,SI0109,500.00,,-65836769.53,1179
28/01/2019,4650,"Cost of Sales - Purchases UK",,SI0196,263.41,,-65836506.12,2316
28/01/2019,4650,"Cost of Sales - Purchases UK",,SI0196,2.22,,-65836503.90,2318
29/01/2019,4650,"Cost of Sales - Purchases UK",,SI0197,197.55,,-65836306.35,2323
29/01/2019,4650,"Cost of Sales - Purchases UK",,SI0197,1.67,,-65836304.68,2325
30/01/2019,4650,"Cost of Sales - Purchases UK",,SI0199,105.36,,-65836199.32,2337
30/01/2019,4650,"Cost of Sales - Purchases UK",,SI0199,0.89,,-65836198.43,2339
31/01/2019,4650,"Cost of Sales - Purchases UK",,SI0281,500.00,,-65835698.43,3935
01/02/2019,4650,"Cost of Sales - Purchases UK",,SI0198,65.85,,-65835632.58,2330
01/02/2019,4650,"Cost of Sales - Purchases UK",,SI0198,0.56,,-65835632.02,2332
02/02/2019,4650,"Cost of Sales - Purchases UK",,SI0146,45320.00,,-65790312.02,1577
02/02/2019,4650,"Cost of Sales - Purchases UK",,SI0151,17412.00,,-65772900.02,1705
03/02/2019,4650,"Cost of Sales - Purchases UK",,SI0161,140.00,,-65772760.02,1855
06/02/2019,4650,"Cost of Sales - Purchases UK",,SI0156,3299.00,,-65769461.02,1767
06/02/2019,4650,"Cost of Sales - Purchases UK",,SI0157,6.50,,-65769454.52,1819
06/02/2019,4650,"Cost of Sales - Purchases UK",,SI0157,0.05,,-65769454.47,1821
07/02/2019,4650,"Cost of Sales - Purchases UK",,SI0160,23.00,,-65769431.47,1835
08/02/2019,4650,"Cost of Sales - Purchases UK",,SI0139,4532.00,,-65764899.47,1515
08/02/2019,4650,"Cost of Sales - Purchases UK",,SI0155,3299.00,,-65761600.47,1750
11/02/2019,4650,"Cost of Sales - Purchases UK",,SI0168,1649.50,,-65759950.97,1891
11/02/2019,4650,"Cost of Sales - Purchases UK",,SI0170,329.90,,-65759621.07,1911
11/02/2019,4650,"Cost of Sales - Purchases UK",,SI0171,180.00,,-65759441.07,1928
11/02/2019,4650,"Cost of Sales - Purchases UK",,SI0177,4353.00,,-65755088.07,1975
12/02/2019,4650,"Cost of Sales - Purchases UK",,SI0175,1.67,,-65755086.40,1964
12/02/2019,4650,"Cost of Sales - Purchases UK",,SI0179,6.50,,-65755079.90,1989
12/02/2019,4650,"Cost of Sales - Purchases UK",,SI0179,0.05,,-65755079.85,1991
13/02/2019,4650,"Cost of Sales - Purchases UK",,SI0182,112.50,,-65754967.35,2022
13/02/2019,4650,"Cost of Sales - Purchases UK",,SI0182,5.00,,-65754962.35,2024
13/02/2019,4650,"Cost of Sales - Purchases UK",,SI0193,90.00,,-65754872.35,2260
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,291651.00,,-65463221.35,1716
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,112.50,,-65463108.85,1718
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,14.47,,-65463094.39,1721
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,359.88,,-65462734.51,1720
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,402.87,,-65462331.64,1717
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,415.87,,-65461915.77,1719
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,5.00,,-65461910.77,1730
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0153,1.89,,-65461908.88,1733
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0307,999.00,,-65460909.88,4250
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0307,1199.00,,-65459710.88,4252
14/02/2019,4650,"Cost of Sales - Purchases UK",,SI0307,2000.00,,-65457710.88,4251
15/02/2019,4650,"Cost of Sales - Purchases UK",,SI0194,100.00,,-65457610.88,2267
18/02/2019,4650,"Cost of Sales - Purchases UK",,SI0213,6.50,,-65457604.38,2687
18/02/2019,4650,"Cost of Sales - Purchases UK",,SI0213,3.33,,-65457601.04,2688
18/02/2019,4650,"Cost of Sales - Purchases UK",,SI0213,0.05,,-65457600.99,2691
18/02/2019,4650,"Cost of Sales - Purchases UK",,SI0213,1.67,,-65457599.33,2692
21/02/2019,4650,"Cost of Sales - Purchases UK",,SI0212,6234.00,,-65451365.33,2670
21/02/2019,4650,"Cost of Sales - Purchases UK",,SI0212,10.00,,-65451355.33,2671
22/02/2019,4650,"Cost of Sales - Purchases UK",,SI0211,6234.00,,-65445121.33,2662
24/02/2019,4650,"Cost of Sales - Purchases UK",,SI0217,56.50,,-65445064.83,2733
24/02/2019,4650,"Cost of Sales - Purchases UK",,SI0217,250.00,,-65444814.83,2734
24/02/2019,4650,"Cost of Sales - Purchases UK",,SI0217,0.40,,-65444814.43,2737
25/02/2019,4650,"Cost of Sales - Purchases UK",,SI0215,232.00,,-65444582.43,2714
